IS.AIR.GOOD.MT.K1,NY.ADJ.SVNX.GN.ZS,NE.CON.GOVT.KD.ZG,EG.ELC.ACCS.RU.ZS,NV.SRV.EMPL.KD,NE.GDI.TOTL.KD.ZG,NE.CON.PRVT.KD.ZG,SE.ENR.PRIM.FM.ZS,NV.IND.EMPL.KD,NE.IMP.GNFS.KD.ZG,NE.EXP.GNFS.KD.ZG,IS.AIR.PSGR,BN.KLT.PTXL.CD,NV.AGR.EMPL.KD,EG.ELC.ACCS.UR.ZS,EG.ELC.ACCS.ZS,FI.RES.TOTL.MO,NV.MNF.TECH.ZS.UN,EN.ATM.CO2E.PP.GD.KD,EN.ATM.CO2E.PP.GD,BX.TRF.PWKR.DT.GD.ZS,EG.FEC.RNEW.ZS,EG.EGY.PRIM.PP.KD,EG.ELC.RNEW.ZS,EN.ATM.CO2E.KD.GD,BN.CAB.XOKA.GD.ZS,EN.ATM.CO2E.PC,NV.IND.MANF.CD,NV.IND.MANF.ZS,FP.CPI.TOTL.ZG,ER.FSH.AQUA.MT,PA.NUS.PRVT.PP,AG.YLD.CREL.KG,NY.GNP.PCAP.CD,NY.GNP.PCAP.PP.CD,IT.NET.USER.ZS,NY.GNP.MKTP.PP.CD,NE.EXP.GNFS.ZS,NY.GNP.MKTP.PC.CD,NY.GDP.PCAP.PP.KD,NY.GDP.MKTP.PP.KD,NY.GDP.PCAP.PP.CD,NY.GDP.MKTP.PP.CD,NY.GNP.PCAP.CN,ER.FSH.CAPT.MT,ER.FSH.PROD.MT,PA.NUS.PPP,AG.LND.FRST.ZS,AG.LND.FRST.K2,BX.KLT.DINV.WD.GD.ZS,NY.GDP.PCAP.KD.ZG,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.MKTP.KD,NY.GDP.PCAP.KN,NY.GDP.MKTP.KN,NY.GDP.COAL.RT.ZS,NY.GDP.NGAS.RT.ZS,NY.GDP.PCAP.CD,NY.GDP.FRST.RT.ZS,NY.GDP.MKTP.CD,NY.GDP.PETR.RT.ZS,NY.GDP.TOTL.RT.ZS,NY.GDP.MINR.RT.ZS,BX.KLT.DINV.CD.WD,NY.GDP.PCAP.CN,NY.GDP.MKTP.CN,PA.NUS.ATLS,SG.LAW.INDX,SE.SEC.DURS,SH.DYN.MORT,SH.DYN.MORT.FE,SE.PRM.DURS,SH.DYN.MORT.MA,country,year,score
8.3999996185,1.4092396050592,-0.0858019982674563,,,17.6842164151423,3.37677783420347,0.942399978637695,,10.2434445642529,11.0684131635843,1237600.0,0.0,,,,4.52953166347363,3.84668094803388,0.182814573958779,0.353163084883363,0.09450275966357,37.3590015889956,4.30014889061669,52.4448290783211,0.618226256551072,-4.08621723592928,0.838648580695666,825689250.311254,16.9630248674881,17.118774604824,515.0,1.19282735169145,1360.8,720.0,2250.0,0.0,15469214338.2958,22.7769800123498,672.846166045349,4587.42737263806,31491964099.6354,2374.67792244663,16301788738.4843,2134.70538870378,7209.0,7724.0,0.947327698066821,53.3598449183052,578047.2,0.55879893824674,2.44505994658084,4.6357859096007,1356.53989426828,9312432040.84846,2249.59816992146,15443136000.0,0.0,0.787617611308309,709.05967248876,0.629949085102851,4867582620.20708,2.80731471834457,7.26661936256893,3.04173794781319,27200000.0,2249.59816992146,15443136000.0,3.17265,56.25,6.0,121.5,115.2,6.0,127.5,BOL,1990,0.593
1082.0,13.890822050241,-9.76066692839457,58.9484320241383,,-8.09730737867062,2.91937769564292,,,10.0663740627273,-4.92185434886859,19149600.0,-512000000.0,,97.538681,87.475116,2.9297685435826,49.3762692196113,0.133289571875575,0.20920042345921,0.124038919715651,49.8646749269456,3.80957512167583,94.500518353297,0.17559371671605,-0.827575549865505,1.4018957697311,,,2947.73277248299,20490.0,2.37976984440205e-05,1755.1,2730.0,6520.0,0.0,971958751396.034,8.19999001540814,3017.86626454382,10517.6702873632,1567166771268.45,6701.20904417979,998501745579.538,0.0754466566135955,619805.0,640295.0,1.156612354573e-05,70.4580205643839,5888980.0,0.214091608374833,-4.84187100023273,-3.10235594875007,7983.74677607675,1189604001251.3,14045.0073284742,2092751359001.28,0.00537152221423567,0.00832373454518728,3100.28046842987,0.73141576201266,461951782000.0,0.8888278358975,2.28414696523846,0.650208110568878,989000000.0,0.0775070117107467,11548794.55,2.5e-05,50.625,7.0,62.9,56.6,4.0,68.8,BRA,1990,0.659
0.400000006,11.4003410103638,,100.0,,,,0.992579996585846,,,,0.0,25250000.0,,100.0,100.0,1.51955635196859,19.1056141015124,0.293445436376131,0.42836002879272,1.88357482276474,18.9421765236556,4.64577451208005,0.0,0.285042992146945,-0.354355356419997,4.10355029585799,209516233.281957,10.4126513466766,3.07457271078019,,1.92446612377315,2674.4,7600.0,9360.0,0.0,2443289706.03543,43.1307141092167,7537.24258320658,13984.0317386915,3648937305.7672,9579.67602024713,2499682342.01921,15159.6560076034,3029.0,3029.0,1.61900571603466,14.6511627906977,63.0,0.557283807402607,-3.67037140701947,-3.30759330759331,14396.2504215593,3756500000.0,28792.5008431186,7513000000.0,0.0,0.0159594885100694,7711.2067988566,0.0027958752654343,2012131457.26644,0.388069968131006,0.40682533190651,0.0,11213282.795,15509.5502345403,4047000000.0,2.0113,68.125,6.0,18.1,16.3,6.0,19.9,BRB,1990,0.686
9.8999996185,,2.32333246097127,100.0,,,4.81865280275528,,,17.9477018570084,1.2775609121757,307000.0,,,99.8977661132813,100.0,,3.31993244448281,0.336078459225717,0.42814514879304,,0.671759471210095,3.65100311581921,0.0,0.645592600918566,,23.9391583984292,392017600.0,11.1351183200125,2.13866293163794,6.0,1.11632934915123,1550.0,12460.0,55910.0,0.0,14466035683.1321,61.8084939664629,13607.5220957631,71230.8621432687,18428919884.5686,55913.6509333686,14466035683.1321,24663.6337985707,2348.0,2354.0,0.441102188586503,78.3681214421252,4130.0,0.198832471399467,-1.74843360603649,1.08942053548758,37080.905766838,9593609020.9021,50559.8150130836,13080885900.0,0.0,5.73401235186613,13607.5220957631,0.0971610424909614,3520551724.13793,28.8715034094901,34.7026768038472,0.0,7000000.0,24663.6337985707,6381000000.0,1.8125,41.875,7.0,13.3,12.0,6.0,14.5,BRN,1990,0.606
3.0999999046,33.5610539935041,7.1481758534236,,,8.8864180747164,22.3977690866215,1.06731998920441,,10.4701713196651,-0.2603870776326,101300.0,-1289999.50281269,,,,15.9339991904008,9.3636834310398,0.231458735365022,0.369637014586302,2.25744507376109,47.5846378429877,4.56423398942267,0.0,0.508122743747494,-0.509059523255192,2.10030417577225,180838484.27842,4.77075017547342,11.3963461199557,,1.09970059291944,265.5,2720.0,5520.0,0.0,7107306650.56842,55.0554070628939,2863.58508234147,9074.20570003535,11676288629.7547,5682.07212181635,7311440395.17992,5327.70004569631,1900.0,1900.0,0.964563700013104,33.1792917262188,188037.0,2.52969969216508,3.26516336491491,6.77282194932553,4133.45830631816,5318752276.40473,22036.9124371676,28356129300.0,0.376737732654265,0.0,2945.83203953801,0.474156784871096,3790567051.86778,0.0,2.0490238557498,1.19812933822444,95889963.0424103,5480.72050956048,7052350000.0,1.8605,25.0,5.0,48.4,44.0,7.0,52.5,BWA,1990,0.55
17.7999992371,1.4849897553093,,,,,,0.635380029678345,,,,130300.0,0.0,,,,3.41020370678956,8.3969465648855,0.0587104732123865,0.111027270614965,0.0056085967351139,93.4942809635231,11.193401227339,81.0526315789474,0.14440789751955,-6.18666473665082,0.0705510390368307,,,,105.0,,809.9,480.0,630.0,0.0,1755731027.20877,17.0674688659163,505.310954954881,1201.67723366171,3372788348.74427,635.438830893148,1783507771.58805,137578.3860886,13000.0,13105.0,219.934561681631,37.2451764101576,232030.0,0.0484378805639259,-4.27419941685207,-2.14752806574087,488.55388277694,1371240793.62205,204405.191229379,573711000000.0,0.0,0.0,513.305284957779,6.31942611365198,1440711395.67069,0.0,6.36532835608774,0.0459022424357613,697850.065105837,139754.960747973,392255000000.0,272.2648,47.5,7.0,176.8,168.9,6.0,184.3,CAF,1990,0.36
1385.3000488281,6.27406780667024,3.27626361311782,100.0,,-7.97065109819891,1.37107530775069,0.992150008678436,,1.93974404912312,4.54570498246849,20601400.0,-13724822208.3833,,99.8986892700195,100.0,1.53735331891058,39.2606856524142,0.453669597076996,0.779916579880035,,22.0207536925352,10.1697222663224,62.3787188226728,0.429908273622061,-3.41108399691507,15.7155413764505,,,4.78047693336305,41216.0,1.296556,2636.3,20640.0,19500.0,0.360999701,539850156807.962,25.1648997037505,20751.3026537414,34640.9401857785,959247055134.138,20150.2850200566,557984323229.721,24212.6199363854,1748034.0,1789250.0,1.241965,38.8455115614254,3482729.3,1.41459671918718,-1.3341438726811,0.164672580306785,36555.568572905,1012265294020.78,40547.0697881756,1122794505000.0,0.180125049171957,0.376005689131969,21448.3619600057,0.185269049798503,593929550908.468,1.60136727635081,2.89210604310983,0.549338978656586,8401707941.43435,25025.9487349346,692997000000.0,1.1668,95.0,6.0,8.2,7.3,6.0,9.1,CAN,1990,0.354
418.5,4.86623186472967,0.828701072671635,59.458310297133,,5.36635813908876,2.19185449498191,0.978940010070801,,5.80878723038127,8.61718288076396,1363600.0,-360800000.0,,98.846714,92.257427,7.14900044892737,15.0518801233938,0.254002108999693,0.556319709509154,0.00120795241017545,34.0268705730956,4.82833986565954,53.8373612018289,0.422984195456755,-1.46346452178584,2.5096528165056,6130051148.87143,18.5120248717647,26.0364811362365,70464.0,203.783179153129,3619.7,2350.0,4270.0,0.0,56702411059.7882,32.4945768184419,2361.99029167827,9880.44086086164,131159127501.734,4511.17005852604,59884081815.8211,720170.839932705,5354529.0,5424993.0,168.599469,20.5049009323069,152460.5,1.99674530406883,1.65320889229147,3.33356547272084,5933.20706414474,78761086957.4583,3219335.86043837,42735469857700.0,0.028030071571712,0.0644120561026757,2494.52566886254,1.12953604504135,33113887817.9731,0.393011231765288,11.1629510548419,9.54796165036085,661200000.0,760580.87643619,10096424395700.0,304.9,54.375,6.0,19.1,17.1,6.0,20.9,CHL,1990,0.76
818.299987793,15.3073666087363,,,,,,0.899909973144531,,,,16596100.0,241000000.0,,,,8.50061506335467,37.8386516937217,1.51134634239381,2.19032939561053,0.054298379826764,34.083614045282,21.1794428300169,20.4079398906752,2.9508467193689,3.3245772317122,2.15200053735735,0.0,0.0,3.05229012075233,8392965.0,2.4388097137589,4324.7,330.0,990.0,0.0,1118302422261.97,13.6147101696208,318.734641220658,1423.89634790713,1616385775698.95,982.500870266364,1115320250413.32,1666.98217358404,6714530.0,15107495.0,1.69214795662555,16.6733254320841,1571405.9,0.966308310992784,2.40655857199583,3.92025136776569,729.282386384881,827870425788.321,5636.0796717475,6397993102172.68,1.69222858182377,0.0991065884781182,317.884673040928,0.874343875413335,360857912565.966,5.21575548255788,8.2582989944033,0.37686446613019,3487000000.0,1662.53684000405,1887286882720.0,5.23,59.375,6.0,53.8,51.4,5.0,56.0,CHN,1990,0.537
17.7000007629,,,13.5728197097778,,,,0.712710022926331,,,,200200.0,,,72.2503448884172,36.6594924926758,,13.6992104994604,0.0938268637299269,0.205557860377905,0.411658474503739,73.5823492352254,4.64319212618662,66.6666666666667,0.28314850022217,,0.422209050877422,1883930643.9907,17.4505076054833,-0.805879698277997,100.0,167.27870132522,1112.5,780.0,1750.0,0.0,20893467292.274,31.6898746701998,772.264545224612,4499.87385374744,53660442221.4542,2053.96694683053,24493303203.0196,210260.45195267,95000.0,95100.0,120.005453973741,24.6882389937107,78508.6,0.448639330963835,-4.59949654893489,-1.09590841115427,1491.1223281993,17781450355.7303,1188032.33396164,14167139454515.5,0.0,0.0,905.321715851216,3.97715725219032,10795850106.9547,0.122465763441728,4.10020159164048,0.000578576008428267,48434429.6917,246487.235901888,2939329970200.0,272.2648,48.75,7.0,152.3,139.9,6.0,164.1,CIV,1990,0.435
13.1000003815,2.39853644419328,13.0000050381525,,,1.5448511717731,-2.12420634474113,0.858959972858429,,10.100005440946,-9.82653766072765,284200.0,-55644360.4544917,,,,0.146287932571086,5.95578523239214,0.0179648044864094,0.0312058232557185,0.206179993677966,81.5931350753616,6.24092251922607,98.4797923618836,0.0430957486916318,-4.94272077076006,0.0578995674735197,1580871237.9888,14.1762110330612,1.09938128383606,106.0,190.55091879817,1259.3,940.0,1780.0,0.0,20920233103.3662,20.1829143997954,906.079079776926,3222.94448110034,37966569606.4764,1855.40906897592,21856882108.5344,272419.017888491,70742.0,70848.0,153.397908509166,47.5978929999365,225000.0,-1.01179704189877,-8.92958356207623,-6.10569764608269,1343.50995704508,15826665522.8672,576855.216702336,6795405216012.59,0.0,0.0,946.646413060374,3.56017923998595,11151578050.7356,9.54401453807082,13.1043518405392,0.000158062482410296,-112831336.842375,284615.870611493,3352800002000.0,300.657,45.625,7.0,135.7,127.4,6.0,143.6,CMR,1990,0.483
18.3999996185,-15.5698347200247,6.00000002703325,,,14.7400548248052,-6.66978231405763,0.932500004768372,,4.99999999276379,6.99999999972877,238900.0,0.0,,,,0.0696230062107101,10.3989658764323,0.0985555884603449,0.145074244374453,0.156383181356858,65.413786812666,2.62752499489466,99.3914807302231,0.167123990045431,-8.97637795275613,0.504132620653047,233596127.056474,8.34645669291339,2.88905374216947,240.0,194.531534536412,624.3,930.0,2940.0,0.0,6917137267.12831,51.7773595800525,986.041597684585,5115.21090309243,12055206798.1213,3474.99739065897,8189654925.46945,268464.406507811,48514.0,48754.0,101.609591939617,65.3440702781845,223150.0,0.805773650660735,-1.72438665001886,1.00000356694392,3016.51857711155,7109140941.86614,1058323.69364767,2494190606796.12,0.0,0.0,1187.55128407722,5.3038500379788,2798746050.58228,36.7857742931607,42.44388599638,0.354261665240468,22551558.2245,323328.398544258,762000000000.0,272.2647879544,49.375,7.0,90.4,84.7,6.0,95.8,COG,1990,0.538
463.700012207,5.79519020524944,3.08775116358299,71.6868216766517,,-1.17251929272834,3.01646939528395,1.14655995368958,,7.84522776163318,17.5935288169869,5266700.0,4000000.0,,97.9,89.9,6.14324307436319,24.3056651960456,0.207798502592055,0.345576841448185,1.03461052902116,38.2511966912592,3.92799813934771,76.3841901146959,0.387722100673502,1.13284627622115,1.73210761980437,8627872018.47649,18.0333075421471,29.137822529893,10455.0,189.510678055903,2475.4,1330.0,4810.0,0.0,159270722653.524,18.8626690286416,1375.6966763496,8335.51540650322,275926973894.336,5012.22134141208,165917402797.366,690957.41266335,239286.0,249741.0,174.178318528323,58.5472194682289,649581.4,1.04506114042541,2.24984798060093,4.28199833207572,4467.39460246288,147882238078.255,9979676.62389952,330352934040321.0,0.234974122810288,0.10027513973727,1445.32863023383,0.377288881576712,47844090709.9908,6.06585037196418,7.00471487965716,0.226326363568704,500000000.0,725930.757821243,24030173000000.0,502.26,59.375,6.0,35.1,31.1,5.0,38.8,COL,1990,0.65
38.7000007629,17.3266946194671,2.00029967036268,,,7.2707343807086,4.14362707356344,0.983160018920898,,10.7701449053134,7.90146768517749,467000.0,28200000.0,,,,2.32475055400906,15.1821292606693,0.0960167132996255,0.187340272053806,0.210095517262286,45.3807809003988,3.11119207473484,97.520184544406,0.193972900287413,-7.42337494326744,0.947480519697009,1106921564.34346,19.3799382191264,19.0461359872026,573.0,49.0651636414705,3096.8,1750.0,4830.0,0.0,15079202686.7115,34.1902683361643,1750.05771457822,9867.87078141639,30782161755.2861,5057.53786577658,15776650517.253,160200.28319249,18370.0,18943.0,33.1406149504436,56.9408538973756,29074.0,2.84504346292679,0.883431622169269,3.55306336479583,4884.60253103971,15237190327.2088,2802260.01515146,8741462365843.97,0.0,0.0,1831.00191180894,3.29254018048834,5711687786.75989,0.0,3.29459890827343,0.00205872778509416,162500000.0,167609.91500699,522847900000.0,91.54,65.625,5.0,16.9,14.9,6.0,18.7,CRI,1990,0.717
